"hoboID","site","year","rep","unit","folder","integral_mol","integral_lux","integral_mol_3p","integral_lux_3p","integral_mol_5p","integral_lux_5p"
"GT22","GT","17","a","H22","GT17a",67040.78655,3623826.3,67104.5091833333,3627270.76666666,67056.07976,3624652.96
"GT50","GT","17","a","H50","GT17a",5847.7427,316094.2,5948.10581666663,321519.233333332,6039.86594000003,326479.239999999
"GT13","GT","17","a","H13","GT17a",47923.2214,2590444.4,47732.7170333333,2580146.86666666,47649.6915,2575659
"GT28","GT","17","a","H28","GT17a",67366.3662,3641425.2,67047.7524166666,3624202.83333333,66759.72604,3608633.84
"GT29","GT","17","a","H29","GT17a",51823.2397,2801256.2,51997.4153499999,2810671.1,52200.47801,2821647.46
"GT27","GT","17","a","H27","GT17a",32911.15405,1778981.3,33132.05885,1790922.1,33214.47376,1795376.96
"GT20","GT","17","a","H20","GT17a",64282.209,3474714,64286.4566,3474943.6,64340.83328,3477882.88
"GT51","GT","17","a","H51","GT17a",61119.967,3303782,60982.4318333333,3296347.66666667,60674.22652,3279687.92
"GT19","GT","17","a","H19","GT17a",58859.0117,3181568.2,58633.9252833333,3169401.36666667,58345.04914,3153786.44
"GT03","GT","17","a","H03","GT17a",12031.2086,650335.6,12207.50805,659865.299999999,12247.8658,662046.800000002
"GT08","GT","17","a","H08","GT17a",67445.84775,3645721.5,67369.3810833333,3641588.16666666,67512.11993,3649303.78
"GT21","GT","17","a","H21","GT17a",33834.3318,1828882.8,33749.3687,1824290.2,33752.76752,1824473.92
"GT40","GT","17","a","H40","GT17a",12772.60535,690411.1,13150.6935499999,710848.299999997,13450.61518,727060.279999999
"GT18","GT","17","a","H18","GT17a",1278.24085,69094.1,1477.70538333335,79875.9666666661,1705.77918000005,92204.2800000024
"GT37","GT","17","a","H37","GT17a",42832.75585,2315284.1,42807.2671666666,2313906.33333333,42944.90803,2321346.38
"GT49","GT","17","a","H49","GT17a",42247.71,2283660,42225.4070166666,2282454.43333333,42190.36,2280560
"GT25","GT","17","a","H25","GT17a",66367.3366,3587423.6,66137.9353666666,3575023.53333333,66173.62014,3576952.44
"SE01","SE","17","a","H01","SE17a",19233.8839,1039669.4,19125.5553,1033813.8,18999.38419,1026993.74
"SE28","SE","17","a","H28","SE17a",20012.29545,1081745.7,20227.4257833333,1093374.36666667,20367.27049,1100933.54
"SE29","SE","17","a","H29","SE17a",31601.05065,1708164.9,31567.0649166666,1706327.83333333,31533.50419,1704513.74
"SE20","SE","17","a","H20","SE17a",11505.5163,621919.8,11506.8439833333,621991.566666666,11718.03172,633407.120000001
"SE49","SE","17","a","H49","SE17a",7958.36145,430181.7,8231.30674999999,444935.500000003,8435.96263000005,455997.980000002
"SE23","SE","17","a","H23","SE17a",35801.57555,1935220.3,35784.5833,1934301.8,35825.79094,1936529.24
"SE21","SE","17","a","H21","SE17a",22363.2625,1208825,22539.2961666666,1218340.33333333,22462.98786,1214215.56
"SE30","SE","17","a","H30","SE17a",31114.96315,1681889.9,31165.94175,1684645.5,31239.85998,1688641.08
"SE11","SE","17","a","H11","SE17a",38617.51605,2087433.3,38472.0154,2079568.4,38311.00916,2070865.36
"SE47","SE","17","a","H47","SE17a",17499.81415,945935.9,17512.5588,946624.800000003,17572.4581000001,949862.600000002
"SE41","SE","17","a","H41","SE17a",24676.7874,1333880.4,24670.4147666667,1333535.93333334,24629.63201,1331331.46
"SE51","SE","17","a","H51","SE17a",23728.31645,1282611.7,23579.6301,1274574.6,23310.9335100001,1260050.46
"SE12","SE","17","a","H12","SE17a",17269.42995,933482.7,17487.1496666666,945251.333333333,17649.85507,954046.220000001
"SE31","SE","17","a","H31","SE17a",36801.22675,1989255.5,36733.2552833333,1985581.36666667,36687.79955,1983124.3
"SE16","SE","17","a","H16","SE17a",26639.65035,1439981.1,26547.2533333333,1434986.66666667,26353.53675,1424515.5
"SE04","SE","17","a","H04","SE17a",20787.51575,1123649.5,20764.1508666667,1122386.53333333,20749.28217,1121582.82
"SE42","SE","17","a","H42","SE17a",24490.9956,1323837.6,24544.0973833333,1326707.96666667,24635.64562,1331656.52
"SE32","SE","17","a","H32","SE17a",29693.94115,1605077.9,29761.9126166667,1608752.03333334,29817.5637,1611760.2
"SE33","SE","17","a","H33","SE17a",29664.4836,1603485.6,29600.7609666667,1600041.13333334,29562.52751,1597974.46
"SE05","SE","17","a","H05","SE17a",25043.9902,1353729.2,25250.02655,1364866.3,25368.97526,1371295.96
"SE14","SE","17","a","H14","SE17a",36375.67495,1966252.7,35895.6307833333,1940304.36666667,35676.00014,1928432.44
"SE24","SE","17","a","H24","SE17a",10578.56825,571814.5,10481.9217833333,566590.366666668,10400.46246,562187.160000001
"SE34","SE","17","a","H34","SE17a",33763.64515,1825061.9,33746.6522833333,1824143.36666667,33721.58836,1822788.56
"SE36","SE","17","a","H36","SE17a",30343.7222,1640201.2,30496.6555333333,1648467.86666667,30533.61434,1650465.64
"SE15","SE","17","a","H15","SE17a",7773.1746,420171.6,7920.7984333333,428151.266666666,8175.26396000002,441906.160000001
"SE44","SE","17","a","H44","SE17a",17018.31835,919909.1,17062.9249333333,922320.26666667,17094.78662,924042.520000002
"SE35","SE","17","a","H35","SE17a",33686.97745,1820917.7,33629.62745,1817817.7,33615.60852,1817059.92
"SE08","SE","17","a","H08","SE17a",27159.1877,1468064.2,27125.2019666667,1466227.13333333,27165.55947,1468408.62
"SE37","SE","17","a","H37","SE17a",23571.00725,1274108.5,23509.40965,1270778.9,23596.49729,1275486.34
"SE07","SE","17","a","H07","SE17a",29840.11705,1612979.3,29981.0371,1620596.6,29898.34395,1616126.7
"SE27","SE","17","a","H27","SE17a",29503.57615,1594787.9,29377.72435,1587985.1,29286.24296,1583040.16
"SE48","SE","17","a","H48","SE17a",15910.93425,860050.5,15858.8943666667,857237.533333336,15779.0285100001,852920.460000002
"SE26","SE","17","a","H26","SE17a",10889.8141,588638.6,10707.0760333333,578760.866666668,10628.55081,574516.260000001
"SE02","SE","17","a","H02","SE17a",35159.3647,1900506.2,35161.4885,1900621,35135.15005,1899197.3
"SE18","SE","17","a","H18","SE17a",29239.3277,1580504.2,29136.3098333333,1574935.66666667,28978.06552,1566381.92
"SE39","SE","17","a","H39","SE17a",34585.2727,1869474.2,34431.2762333333,1861150.06666667,34227.15155,1850116.3
"SE43","SE","17","a","H43","SE17a",36632.36245,1980127.7,36534.6547,1974846.2,36420.80348,1968692.08
"SE17","SE","17","a","H17","SE17a",19318.9099,1044265.4,19382.6319166666,1047709.83333333,19489.68562,1053496.52
"SE10","SE","17","a","H10","SE17a",32991.00005,1783297.3,32969.7595833333,1782149.16666667,33005.01972,1784055.12
"SE40","SE","17","a","H40","SE17a",14376.6127,777114.2,14413.7841333333,779123.46666667,14458.81486,781557.560000002
"SE50","SE","17","a","H50","SE17a",25268.6172,1365871.2,25015.8510833333,1352208.16666667,24971.35143,1349802.78
"SE06","SE","17","a","H06","SE17a",36020.6174,1947060.4,35737.3836333333,1931750.46666667,35694.75581,1929446.26
"SE09","SE","17","a","H09","SE17a",28932.8641,1563938.6,29000.83495,1567612.7,29036.09484,1569518.64
"SE03","SE","17","a","H03","SE17a",33627.43705,1817699.3,33540.3495333333,1812991.86666667,33454.11166,1808330.36
"SE22","SE","17","a","H22","SE17a",32611.65385,1762792.1,32628.6461,1763710.6,32595.08562,1761896.52
"SE13","SE","17","a","H13","SE17a",26624.9114,1439184.4,26894.6703833333,1453765.96666667,26957.54325,1457164.5
"SE46","SE","17","a","H46","SE17a",22818.0813,1233409.8,22879.6789,1236739.4,22913.6641400001,1238576.44
"SE25","SE","17","a","H25","SE17a",29412.58205,1589869.3,29602.68805,1600145.3,29687.5457,1604732.2
"TM01","TM","17","a","H01","TM17a",54618.0717,2952328.2,54112.53885,2925002.1,53631.64504,2899007.84
"TM28","TM","17","a","H28","TM17a",87205.8328,4713828.8,86855.3589333332,4694884.26666666,86308.61869,4665330.74
"TM29","TM","17","a","H29","TM17a",44098.4574,2383700.4,44391.5812666665,2399544.93333333,44799.40649,2421589.54
"TM19","TM","17","a","H19","TM17a",77711.5588,4200624.8,77860.2451499999,4208661.9,77798.2216799999,4205309.28
"TM49","TM","17","a","H49","TM17a",78908.9491,4265348.6,78930.1901833331,4266496.76666665,78985.41663,4269481.98
"TM53","TM","17","a","H53","TM17a",73509.2394,3973472.4,72719.0791166664,3930761.03333332,71579.71826,3869173.96
"TM20","TM","17","a","H20","TM17a",69858.13305,3776115.3,69951.5931999999,3781167.2,70120.6706199999,3790306.52
"TM30","TM","17","a","H30","TM17a",80165.27855,4333258.3,79731.9647666665,4309835.93333333,79530.6009,4298951.4
"TM11","TM","17","a","H11","TM17a",61284.2581,3312662.6,61169.5568666665,3306462.53333334,61054.85625,3300262.5
"TM47","TM","17","a","H47","TM17a",56413.0601,3049354.6,56319.5999499998,3044302.69999999,56229.53862,3039434.52
"TM41","TM","17","a","H41","TM17a",22654.99455,1224594.3,22962.9868666665,1241242.53333333,23325.03791,1260812.86
"TM51","TM","17","a","H51","TM17a",43249.7403,2337823.8,43196.6385166664,2334953.43333332,43179.64602,2334034.92
"TM12","TM","17","a","H12","TM17a",44277.2784,2393366.4,44498.1844333332,2405307.26666667,44665.98708,2414377.68
"TM31","TM","17","a","H31","TM17a",67183.3864,3631534.4,67446.7727499998,3645771.5,67682.9715,3658539
"TM22","TM","17","a","H22","TM17a",44895.58725,2426788.5,45244.9998333332,2445675.66666667,45671.72885,2468742.1
"TM04","TM","17","a","H04","TM17a",67980.507,3674622,68039.7156333333,3677822.46666667,67981.30287,3674665.02
"TM42","TM","17","a","H42","TM17a",67347.46475,3640403.5,66996.9902666665,3621458.93333333,66650.0203,3602703.8
"TM32","TM","17","a","H32","TM17a",62851.23585,3397364.1,62880.9733666665,3398971.53333333,62690.65511,3388684.06
"TM33","TM","17","a","H33","TM17a",52038.3059,2812881.4,52157.2553499998,2819311.1,52344.17491,2829414.86
"TM05","TM","17","a","H05","TM17a",68454.84515,3700261.9,68402.8052666667,3697448.93333334,68550.42947,3705428.62
"TM14","TM","17","a","H14","TM17a",73007.2345,3946337,73079.4529499999,3950240.7,73053.11413,3948816.98
"TM23","TM","17","a","H23","TM17a",70631.96955,3817944.3,70144.4914666665,3791594.13333333,69762.79293,3770961.78
"TM34","TM","17","a","H34","TM17a",78256.98875,4230107.5,77972.3606999998,4214722.2,77905.23974,4211094.04
"TM36","TM","17","a","H36","TM17a",47009.78575,2541069.5,47241.3107833331,2553584.36666666,47521.47799,2568728.54
"TM15","TM","17","a","H15","TM17a",72853.296,3938016,72806.5662333332,3935490.06666667,72919.5678099999,3941598.26
"TM44","TM","17","a","H44","TM17a",54955.79845,2970583.7,55146.9657333331,2980917.06666666,55361.07388,2992490.48
"TM35","TM","17","a","H35","TM17a",62951.8037,3402800.2,62936.9352499998,3401996.49999999,62842.20082,3396875.72
"TM16","TM","17","a","H16","TM17a",50334.71675,2720795.5,49943.8851333332,2699669.46666667,49660.53161,2684353.06
"TM37","TM","17","a","H37","TM17a",46150.5255,2494623,46129.2850333331,2493474.86666666,45985.48441,2485701.86
"TM07","TM","17","a","H07","TM17a",69329.8378,3747558.8,69287.35625,3745262.50000001,69303.71173,3746146.58
"TM27","TM","17","a","H27","TM17a",52719.32235,2849693.1,53040.0593166665,2867030.23333333,53249.49424,2878351.04
"TM08","TM","17","a","H08","TM17a",66794.87715,3610533.9,66803.3729666666,3610993.13333334,66738.80069,3607502.74
"TM26","TM","17","a","H26","TM17a",58088.9677,3139944.2,58288.6320333332,3150736.86666667,58417.77634,3157717.64
"TM02","TM","17","a","H02","TM17a",73536.3271,3974936.6,73583.05625,3977462.5,73500.64171,3973007.66
"TM18","TM","17","a","H18","TM17a",78360.73305,4235715.3,77953.9698499999,4213728.1,77881.5382799999,4209812.88
"TM48","TM","17","a","H48","TM17a",72892.3236,3940125.6,72781.8711999998,3934155.19999999,72532.92817,3920698.82
"TM43","TM","17","a","H43","TM17a",14492.51705,783379.3,14571.1087499998,787627.499999993,14573.4453,787753.8
"TM17","TM","17","a","H17","TM17a",7808.0212,422055.2,8316.73974999987,449553.500000001,8691.21674999996,469795.500000004
"TM10","TM","17","a","H10","TM17a",68859.8786,3722155.6,69102.0244833332,3735244.56666667,69193.7851,3740204.6
"TM39","TM","17","a","H39","TM17a",57672.7732,3117447.2,57803.4041666665,3124508.33333333,58001.58147,3135220.62
"TM50","TM","17","a","H50","TM17a",61776.11205,3339249.3,62045.8710333331,3353830.86666666,62297.36287,3367425.02
"TM06","TM","17","a","H06","TM17a",71590.19185,3869740.1,71561.51685,3868190.1,71386.91718,3858752.28
"TM09","TM","17","a","H09","TM17a",74927.07015,4050111.9,74578.7200833333,4031282.16666667,74475.91398,4025725.08
"TM40","TM","17","a","H40","TM17a",85393.11585,4615844.1,85152.0324833331,4602812.56666666,84860.39503,4587048.38
"TM21","TM","17","a","H21","TM17a",77465.2165,4187309,77220.9461999999,4174105.2,76882.79173,4155826.58
"TM03","TM","17","a","H03","TM17a",16972.72325,917444.5,17108.9307333333,924807.066666668,17365.73318,938688.280000001
"TM46","TM","17","a","H46","TM17a",73416.8467,3968478.2,73257.5401166665,3959867.03333332,73243.52094,3959109.24
"TM13","TM","17","a","H13","TM17a",70423.67805,3806685.3,70419.4298333332,3806455.66666667,70345.9366099999,3802483.06
"TM24","TM","17","a","H24","TM17a",61869.1097,3344276.2,61898.8465999998,3345883.6,61813.03361,3341245.06
"L142","L1","17","a","H42","L117a",78650.46895,4251376.7,78960.5856833334,4268139.76666667,78793.20755,4259092.3
"L102","L1","17","a","H02","L117a",87037.1609,4704711.4,86688.8102166667,4685881.63333333,86379.54325,4669164.5
"L151","L1","17","a","H51","L117a",61913.7169,3346687.4,61979.0317666668,3350217.93333333,61984.68697,3350523.61999999
"L139","L1","17","a","H39","L117a",62810.2047,3395146.2,62555.3141666667,3381368.33333333,62993.72581,3405066.26
"L141","L1","17","a","H41","L117a",73222.69105,3957983.3,73381.9976333334,3966594.46666667,73607.57541,3978787.86
"L129","L1","17","a","H29","L117a",66791.87275,3610371.5,66902.32515,3616341.9,67062.05674,3624976.04
"L123","L1","17","a","H23","L117a",78990.39905,4269751.3,78657.9787166666,4251782.63333333,78377.38675,4236615.5
"L134","L1","17","a","H34","L117a",41055.4997,2219216.2,41166.3510833334,2225208.16666667,41393.42921,2237482.66
"L107","L1","17","a","H07","L117a",81319.2549,4395635.4,81939.4883666666,4429161.53333333,82053.33971,4435315.66
"L104","L1","17","a","H04","L117a",63209.29225,3416718.5,63616.5191833333,3438730.76666667,63953.49212,3456945.52
"L113","L1","17","a","H13","L117a",89108.9463,4816699.8,88947.5152999999,4807973.8,88915.2291,4806228.6
"L114","L1","17","a","H14","L117a",78380.24315,4236769.9,78223.0603666666,4228273.53333333,78078.19772,4220443.12
"L111","L1","17","a","H11","L117a",64748.58475,3499923.5,64483.6043166666,3485600.23333333,64169.98245,3468647.7
"L101","L1","17","a","H01","L117a",52270.8953,2825453.8,51965.0267833333,2808920.36666667,51220.74613,2768688.98
"L132","L1","17","a","H32","L117a",77868.85875,4209127.5,78280.9314500001,4231401.7,78495.88924,4243021.04
"L105","L1","17","a","H05","L117a",65695.24825,3551094.5,65652.7667,3548798.2,65552.50965,3543378.9
"L140","L1","17","a","H40","L117a",97613.52765,5276406.9,97415.9877333334,5265729.06666667,96774.93819,5231077.74
"L131","L1","17","a","H31","L117a",85961.4451,4646564.6,85634.3355000001,4628883,85339.5121,4612946.6
"L112","L1","17","a","H12","L117a",80413.6059,4346681.4,80320.1463666666,4341629.53333333,80242.82944,4337450.24
"L116","L1","17","a","H16","L117a",79628.0182,4304217.2,79647.9981999999,4305297.2,79536.01881,4299244.26
"L128","L1","17","a","H28","L117a",77874.04245,4209407.7,78119.9722,4222701.2,78220.13638,4228115.48
"L115","L1","17","a","H15","L117a",24316.3556,1314397.6,24597.9965166666,1329621.43333333,24868.4326,1344239.6
"L148","L1","17","a","H48","L117a",74215.17905,4011631.3,74368.1130000001,4019898,74337.52621,4018244.66
"L144","L1","17","a","H44","L117a",55766.27605,3014393.3,56284.5529333334,3042408.26666667,56388.20831,3048011.26
"L120","L1","17","a","H20","L117a",17359.24745,938337.7,17813.2719833333,962879.566666667,18069.75586,976743.559999998
"L125","L1","17","a","H25","L117a",90630.1421,4898926.6,89933.44135,4861267.1,89608.03116,4843677.36
"L137","L1","17","a","H37","L117a",63973.1443,3458007.8,64007.1294166667,3459844.83333333,64016.47537,3460350.02
"L143","L1","17","a","H43","L117a",49775.1491,2690548.6,49231.3829166667,2661155.83333333,49321.44437,2666024.02
"L117","L1","17","a","H17","L117a",75378.5164,4074514.4,75548.4432166666,4083699.63333333,75607.91788,4086914.48
"L150","L1","17","a","H50","L117a",49716.59475,2687383.5,49702.2578666668,2686608.53333333,49849.53686,2694569.55999999
"L119","L1","17","a","H19","L117a",59031.26705,3190879.3,58766.8175666666,3176584.73333333,58620.89265,3168696.9
"L127","L1","17","a","H27","L117a",77790.41135,4204887.1,77374.5547833334,4182408.36666667,77250.60059,4175708.14
"L122","L1","17","a","H22","L117a",65420.8618,3536262.8,65903.5607166666,3562354.63333333,66096.9591,3572808.6
"L146","L1","17","a","H46","L117a",66766.7923,3609015.8,66639.3470333334,3602126.86666667,66511.90189,3595237.94
"L126","L1","17","a","H26","L117a",43498.87055,2351290.3,43944.9289833333,2375401.56666667,44143.74392,2386148.32
"L153","L1","17","a","H53","L117a",68693.99465,3713188.9,68014.2861500001,3676447.9,67409.3454,3643748.39999999
"L133","L1","17","a","H33","L117a",74017.4381,4000942.6,74051.4232166667,4002779.63333333,74027.63345,4001493.7
"L149","L1","17","a","H49","L117a",74704.06375,4038057.5,74381.2023666668,4020605.53333333,74204.47791,4011052.86
"L110","L1","17","a","H10","L117a",16558.5212,895055.2,17106.0052666666,924648.933333331,17657.73755,954472.300000002
"L130","L1","17","a","H30","L117a",68396.498,3697108,68362.5128833334,3695270.96666667,68335.32442,3693801.32
"L121","L1","17","a","H21","L117a",92365.76955,4992744.3,91676.5027166666,4955486.63333333,91506.78791,4946312.86
"L147","L1","17","a","H47","L117a",46745.33195,2526774.7,46847.2885333334,2532285.86666667,46959.44059,2538348.14
"L135","L1","17","a","H35","L117a",73165.34475,3954883.5,72799.6034500001,3935113.7,72633.69878,3926145.88
"L118","L1","17","a","H18","L117a",57899.59615,3129707.9,57882.6038999999,3128789.4,57858.81401,3127503.46
"L109","L1","17","a","H09","L117a",82106.8221,4438206.6,82181.1649666666,4442225.13333333,81981.28813,4431420.98
"L136","L1","17","a","H36","L117a",65888.6121,3561546.6,66143.5026333334,3575324.46666667,66069.58465,3571328.9
"L124","L1","17","a","H24","L117a",73496.89805,3972805.3,74071.4642666666,4003862.93333333,74308.72467,4016687.82
"L106","L1","17","a","H06","L117a",77535.11505,4191087.3,76923.3780166666,4158020.43333333,76755.15024,4148927.04
"L103","L1","17","a","H03","L117a",64119.5163,3465919.8,64043.6471833333,3461818.76666667,63961.56478,3457381.88
"L108","L1","17","a","H08","L117a",66898.8268,3616152.8,66516.491,3595486,66552.17565,3597414.9
"TB01","TB","17","a","H01","TB17a",57394.19835,3102389.1,56179.2201,3036714.6,55100.18355,2978388.3
"TB27","TB","17","a","H27","TB17a",45710.24955,2470824.3,46092.5853500002,2491491.10000001,46332.18255,2504442.3
"TB28","TB","17","a","H28","TB17a",79442.0192,4294163.2,79327.3185833335,4287963.16666667,79355.35669,4289478.74
"TB19","TB","17","a","H19","TB17a",90952.7303,4916363.8,90816.7879833335,4909015.56666667,90702.93664,4902861.44
"TB49","TB","17","a","H49","TB17a",56404.2948,3048880.8,55845.6595500002,3018684.30000001,55641.53462,3007650.52
"TB22","TB","17","a","H22","TB17a",64411.24095,3481688.7,64572.6713333335,3490414.66666667,64645.73992,3494364.32
"TB20","TB","17","a","H20","TB17a",46048.37405,2489101.3,46600.6372833335,2518953.36666667,46639.72063,2521065.98
"TB30","TB","17","a","H30","TB17a",62579.63365,3382682.9,62596.6259000002,3383601.40000001,62508.26361,3378825.06
"TB11","TB","17","a","H11","TB17a",83504.5452,4513759.2,82400.0859500001,4454058.7,81891.20793,4426551.78
"TB47","TB","17","a","H47","TB17a",66866.7589,3614419.4,66917.7368833336,3617174.96666667,66938.1282,3618277.2
"TB41","TB","17","a","H41","TB17a",49025.00925,2650000.5,49755.6951166668,2689497.03333334,49917.12587,2698223.02
"TB51","TB","17","a","H51","TB17a",66863.5695,3614247,65580.0900666669,3544869.73333334,64388.90183,3480481.18
"TB12","TB","17","a","H12","TB17a",30722.07125,1660652.5,31300.8856833335,1691939.76666667,31728.25221,1715040.66
"TB31","TB","17","a","H31","TB17a",60916.46145,3292781.7,60907.9656333335,3292322.46666667,60676.86536,3279830.56
"TB16","TB","17","a","H16","TB17a",58967.53825,3187434.5,59044.0055333334,3191567.86666667,59189.29331,3199421.26
"TB04","TB","17","a","H04","TB17a",65611.82435,3546585.1,65575.7148166667,3544633.23333333,65522.61254,3541762.84
"TB42","TB","17","a","H42","TB17a",58292.0755,3150923,57994.7034166668,3134848.83333334,57802.68575,3124469.5
"TB32","TB","17","a","H32","TB17a",44465.86555,2403560.3,44482.8578000002,2404478.8,44863.49382,2425053.72
"TB33","TB","17","a","H33","TB17a",76577.0944,4139302.4,76543.1086666669,4137465.33333334,76322.20362,4125524.52
"TB05","TB","17","a","H05","TB17a",39687.85575,2145289.5,39764.3230333333,2149422.86666666,39986.07797,2161409.62
"TB14","TB","17","a","H14","TB17a",63354.65415,3424575.9,63125.2523000001,3412175.80000001,62977.41584,3404184.64
"TB23","TB","17","a","H23","TB17a",56842.9853,3072593.8,56681.5549166669,3063867.83333334,56695.14921,3064602.66
"TB34","TB","17","a","H34","TB17a",81279.8314,4393504.4,81483.7439500002,4404526.7,81616.2871999999,4411691.2
"TB36","TB","17","a","H36","TB17a",70332.4749,3801755.4,70315.4820333336,3800836.86666667,70832.0603699999,3828760.02
"TB15","TB","17","a","H15","TB17a",48853.7677,2640744.2,49049.1838166668,2651307.23333334,49190.22313,2658930.98
"TB44","TB","17","a","H44","TB17a",54964.1549,2971035.4,55261.5269833335,2987109.56666667,55338.84391,2991288.86
"TB35","TB","17","a","H35","TB17a",64756.54715,3500353.9,64612.1096333336,3492546.46666667,64119.3209399999,3465909.24
"TB08","TB","17","a","H08","TB17a",34485.88145,1864101.7,34634.5678000001,1872138.8,34587.83791,1869612.86
"TB37","TB","17","a","H37","TB17a",70110.4453,3789753.8,69813.0726000002,3773679.6,69412.04477,3752002.42
"TB07","TB","17","a","H07","TB17a",82803.188,4475848,82556.7939000001,4462529.4,82742.01479,4472541.34
"TB26","TB","17","a","H26","TB17a",55094.9906,2978107.6,55158.7132333335,2981552.06666667,55059.30595,2976178.7
"TB48","TB","17","a","H48","TB17a",65206.37835,3524669.1,65529.2397333336,3542121.06666667,65522.44271,3541753.66
"TB25","TB","17","a","H25","TB17a",81883.59185,4426140.1,81371.6869833335,4398469.56666667,81217.0535,4390111
"TB02","TB","17","a","H02","TB17a",67907.61885,3670682.1,68128.52365,3682622.9,67940.75383,3672473.18
"TB18","TB","17","a","H18","TB17a",50821.99935,2747135.1,50728.5404333335,2742083.26666667,51240.02091,2769730.86
"TB39","TB","17","a","H39","TB17a",45680.57925,2469220.5,46062.9156666669,2489887.33333334,46473.28945,2512069.7
"TB43","TB","17","a","H43","TB17a",25652.94915,1386645.9,25593.4747333335,1383431.06666667,25721.76952,1390365.92
"TB17","TB","17","a","H17","TB17a",79124.99765,4277026.9,79184.4714500001,4280241.7,78439.3414,4239964.39999999
"TB10","TB","17","a","H10","TB17a",16788.9387,907510.2,17086.2448000001,923580.800000003,17400.55647,940570.619999999
"TB40","TB","17","a","H40","TB17a",41924.3115,2266179,41338.0631500002,2234489.9,41151.99311,2224432.06
"TB50","TB","17","a","H50","TB17a",4329.1665,234009,4718.4052666669,255048.933333339,5083.96094999998,274808.700000003
"TB06","TB","17","a","H06","TB17a",83146.5036,4494405.6,83121.0143,4493027.8,82700.44455,4470294.3
"TB09","TB","17","a","H09","TB17a",54379.1146,2939411.6,54578.7783166668,2950204.23333334,54593.22176,2950984.96
"TB03","TB","17","a","H03","TB17a",42647.7725,2305285,42972.7583,2322851.8,43310.48875,2341107.5
"TB21","TB","17","a","H21","TB17a",90412.28055,4887150.3,89970.4703333335,4863268.66666667,90040.14047,4867034.62
"TB13","TB","17","a","H13","TB17a",79581.01155,4301676.3,79427.0150833335,4293352.16666667,79204.41038,4281319.48
"TB46","TB","17","a","H46","TB17a",54205.0703,2930003.8,54001.1583666669,2918981.53333334,53832.93059,2909888.14
"TB24","TB","17","a","H24","TB17a",43125.091,2331086,43458.5726166669,2349112.03333334,43592.81466,2356368.36
"H51","TB","18","a","H51","TB18a",62737.7291,3391228.6,61097.9328833333,3302590.96666667,60173.52994,3252623.24
"H38","TB","18","a","H38","TB18a",62478.8623,3377235.8,62521.3438500002,3379532.1,62292.7918899999,3367177.94
"H15","TB","18","a","H15","TB18a",55307.07275,2989571.5,55128.6495000002,2979927,55235.70382,2985713.72
"H17","TB","18","a","H17","TB18a",60534.71765,3272146.9,60500.7325333334,3270309.86666667,60463.34835,3268289.1
"H34","TB","18","a","H34","TB18a",61440.9679,3321133.4,60812.2380000001,3287148,60426.5037499999,3266297.5
"H14","TB","18","a","H14","TB18a",53207.01195,2876054.7,53827.2454166669,2909580.83333333,53925.80318,2914908.28
"H46","TB","18","a","H46","TB18a",64040.0514,3461624.4,63887.1168333333,3453357.66666667,63948.29029,3456664.34
"H19","TB","18","a","H19","TB18a",34428.95325,1861024.5,34898.3765666669,1886398.73333333,34966.77193,1890095.78
"H41","TB","18","a","H41","TB18a",69812.15685,3773630.1,69197.2328833334,3740390.96666667,68912.3927,3724994.2
"H44","TB","18","a","H44","TB18a",54918.76885,2968582.1,54884.7837333336,2966745.06666667,54946.80708,2970097.68
"H49","TB","18","a","H49","TB18a",30608.17045,1654495.7,31035.1116000001,1677573.6,31344.80345,1694313.7
"H42","TB","18","a","H42","TB18a",60131.47685,3250350.1,60309.9001,3259994.6,60279.31368,3258341.28
"H31","TB","18","a","H31","TB18a",15421.47975,833593.5,16231.8198333334,877395.666666668,16759.65579,905927.34
"H03","TB","18","a","H03","TB18a",69941.56805,3780625.3,69189.641716667,3739980.63333334,68345.9541499999,3694375.9
"H45","TB","18","a","H45","TB18a",50900.0527,2751354.2,50866.0669666667,2749517.13333333,50841.42768,2748185.28
"H36","TB","18","a","H36","TB18a",52949.3347,2862126.2,53153.2466333336,2873148.46666667,53178.73581,2874526.26
"H39","TB","18","a","H39","TB18a",50896.6672,2751171.2,50871.1785166667,2749793.43333333,50929.80366,2752962.36
"H27","TB","18","a","H27","TB18a",63000.5845,3405437,63051.5624833335,3408192.56666666,63010.7802199999,3405988.12
"H61","TB","18","a","H61","TB18a",69942.5689,3780679.4,69473.1455833336,3755305.16666667,69328.28269,3747474.74
"H18","TB","18","a","H18","TB18a",61811.3638,3341154.8,61998.2834833333,3351258.56666667,62025.4717,3352728.2
"H48","TB","18","a","H48","TB18a",49240.673,2661658,48756.3806166668,2635480.03333333,48552.46819,2624457.74
"H20","TB","18","a","H20","TB18a",73841.8028,3991448.8,73782.3283833335,3988233.96666666,73734.74848,3985662.08
"H05","TB","18","a","H05","TB18a",80181.60295,4334140.7,79833.2528833335,4315310.96666666,79959.8486299999,4322153.98
"H16","TB","18","a","H16","TB18a",63092.39445,3410399.7,62795.0217500001,3394325.5,62730.44935,3390835.1
"H11","TB","18","a","H11","TB18a",36035.1584,1947846.4,36969.7574333334,1998365.26666667,37299.41621,2016184.66
"H47","TB","18","a","H47","TB18a",54685.1712,2955955.2,54948.5587833334,2970192.36666667,54940.06272,2969733.12
