"hoboID","site","year","rep","unit","folder","integral_mol","integral_lux","integral_mol_3p","integral_lux_3p","integral_mol_5p","integral_lux_5p"
"H40","TB","18","a","H40","TB18a",83154.2625,4494825,82294.0069500001,4448324.7,81953.72794,4429931.24
"H33","TB","18","a","H33","TB18a",81211.33885,4389802.1,81194.3459833334,4388883.56666667,81298.00099,4394486.54
"H37","TB","18","a","H37","TB18a",68757.5366,3716623.6,68468.6603333334,3701008.66666667,68181.48323,3685485.58
"H29","TB","18","a","H29","TB18a",27574.5756,1490517.6,27922.9262833334,1509347.36666667,28216.90004,1525237.84
"H39","RS","18","a","H39","RS18a",24411.3457,1319532.2,24555.7844500001,1327339.7,24717.21508,1336065.68
"H31","RS","18","a","H31","RS18a",36535.7795,1974907,37062.5534333334,2003381.26666666,37351.4297,2018996.2
"H61","RS","18","a","H61","RS18a",59064.51525,3192676.5,58611.0229000001,3168163.39999999,58152.6447,3143386.2
"H40","RS","18","a","H40","RS18a",51822.8179,2801233.4,52094.7013000001,2815929.79999999,52029.27938,2812393.48
"H17","RS","18","a","H17","RS18a",22522.17565,1217414.9,22723.9644000001,1228322.4,22867.55289,1236083.94
"H03","RS","18","a","H03","RS18a",15328.2786,828555.6,15111.6207833334,816844.366666657,14590.3691,788668.600000003
"H14","RS","18","a","H14","RS18a",43517.3798,2352290.8,43287.9779500001,2339890.69999999,43104.45684,2329970.64
"H47","RS","18","a","H47","RS18a",13417.00845,725243.7,14044.6764500001,759171.699999996,14668.52124,792893.040000002
"H11","RS","18","a","H11","RS18a",9720.69735,525443.1,9576.25921666677,517635.633333327,9583.05623999999,518003.040000001
"H05","RS","18","a","H05","RS18a",15267.74475,825283.5,15599.1025666668,843194.733333326,15930.46026,861105.960000001
"H27","RS","18","a","H27","RS18a",5374.41835,290509.1,5574.08268333346,301301.766666661,5789.89024,312967.040000001
"H41","RS","18","a","H41","RS18a",21880.5605,1182733,21498.2247000001,1162066.2,21026.67672,1136577.12
"H36","RS","18","a","H36","RS18a",7150.08535,386491.1,7745.89203333342,418696.866666658,8098.91557000003,437779.220000002
"H38","RS","18","a","H38","RS18a",33160.27135,1792447.1,33041.3225166668,1786017.43333333,32981.84847,1782802.62
"H33","RS","18","a","H33","RS18a",57571.6226,3111979.6,56587.1081000001,3058762.6,56337.95269,3045294.74
"H37","RS","18","a","H37","RS18a",35789.4229,1934563.4,35509.0430666668,1919407.73333333,35488.65175,1918305.5
"H18","RS","18","a","H18","RS18a",26680.47245,1442187.7,26557.2754000001,1435528.4,26480.38348,1431372.08
"H29","RS","18","a","H29","RS18a",38492.4542,2080673.2,37978.4249166668,2052887.83333333,37852.67869,2046090.74
"H48","RS","18","a","H48","RS18a",34174.4543,1847267.8,34131.9727500001,1844971.5,33899.17282,1832387.72
"H34","RS","18","a","H34","RS18a",33551.76465,1813608.9,33694.0789833334,1821301.56666666,33709.79757,1822151.22
"H42","RS","18","a","H42","RS18a",39677.51055,2144730.3,39543.69265,2137496.9,39455.75549,2132743.54
"H46","RS","18","a","H46","RS18a",38530.7011,2082740.6,38318.2927333333,2071259.06666667,38154.41924,2062401.04
"H44","RS","18","a","H44","RS18a",33718.0445,1822597,33231.6283166668,1796304.23333332,33001.8022,1783881.2
"H20","RS","18","a","H20","RS18a",22759.93395,1230266.7,22725.9488333335,1228429.66666666,22657.97786,1224755.56
"H16","RS","18","a","H16","RS18a",19892.2212,1075255.2,19709.5491166667,1065381.03333333,19652.62363,1062303.98
"H51","RS","18","a","H51","RS18a",6364.29785,344016.1,6636.71158333333,358741.166666667,6817.2056,368497.6
"H15","RS","18","a","H15","RS18a",32073.3908,1733696.8,32168.9747500001,1738863.49999999,32139.66224,1737279.04
"H45","RS","18","a","H45","RS18a",39725.89175,2147345.5,40337.6281666667,2180412.33333333,40296.84541,2178207.86
"H49","RS","18","a","H49","RS18a",16880.13445,912439.7,16984.2142166668,918065.633333328,17056.00803,921946.380000001
"H19","RS","18","a","H19","RS18a",16394.84615,886207.9,16401.2181666667,886552.333333326,16532.48652,893647.920000002
"H47","GT","18","a","H47","GT18a",79233.9275,4282915,79646.0008166669,4305189.23333334,79473.5250699999,4295866.22
"H15","GT","18","a","H15","GT18a",63245.51155,3418676.3,63215.7746500002,3417068.9,63153.7511799998,3413716.28
"H46","GT","18","a","H46","GT18a",73403.90225,3967778.5,74045.3774166667,4002452.83333334,73806.63023,3989547.58
"H17","GT","18","a","H17","GT18a",70710.4262,3822185.2,70846.3679,3829533.4,70687.48583,3820945.18
"H45","GT","18","a","H45","GT18a",68194.99045,3686215.7,68407.3988166668,3697697.23333334,68791.4341499999,3718455.9
"H51","GT","18","a","H51","GT18a",64309.0895,3476167,63744.0816166667,3445626.03333334,63113.65206,3411548.76
"H61","GT","18","a","H61","GT18a",60567.38125,3273912.5,60493.0390000002,3269893.99999999,60517.6784099998,3271225.86
"H20","GT","18","a","H20","GT18a",84728.4127,4579914.2,84371.5655833336,4560625.16666667,84244.1204399999,4553736.24
"H38","GT","18","a","H38","GT18a",38779.2153,2096173.8,39153.0546666669,2116381.33333333,39379.4825799999,2128620.68
"H49","GT","18","a","H49","GT18a",50551.3758,2732506.8,51158.8646166669,2765344.03333333,51449.8649299999,2781073.78
"H31","GT","18","a","H31","GT18a",78862.54925,4262840.5,78764.8408833335,4257558.96666667,78628.0491699999,4250164.82
"H27","GT","18","a","H27","GT18a",79308.6083,4286951.8,79733.4262666669,4309914.93333333,79935.6395299999,4320845.38
"H19","GT","18","a","H19","GT18a",52913.8961,2860210.6,52909.6472666669,2859980.93333333,52800.4692699998,2854079.42
"H36","GT","18","a","H36","GT18a",37807.82655,2043666.3,37916.1545333335,2049521.86666666,38329.0769999998,2071842
"H29","GT","18","a","H29","GT18a",49081.16785,2653036.1,48758.3058500003,2635584.1,48800.7873999999,2637880.4
"H18","GT","18","a","H18","GT18a",46028.2664,2488014.4,46121.7259333334,2493066.26666667,46414.4254099999,2508887.86
"H44","GT","18","a","H44","GT18a",82300.97405,4448701.3,82500.6377666669,4459493.93333333,82345.5793999998,4451112.4
"H11","GT","18","a","H11","GT18a",66028.0133,3569081.8,65953.6704333336,3565063.26666667,66184.1340599999,3577520.76
"H34","GT","18","a","H34","GT18a",22117.9266,1195563.6,21877.9045166669,1182589.43333333,21429.7217899999,1158363.34
"H40","GT","18","a","H40","GT18a",68780.632,3717872,68404.6688333336,3697549.66666667,68068.2132799999,3679362.88
"H39","GT","18","a","H39","GT18a",65198.8322,3524261.2,65317.7816500001,3530690.90000001,65229.41973,3525914.58
"H48","GT","18","a","H48","GT18a",65096.4606,3518727.6,65136.8183500002,3520909.1,65243.6599199999,3526684.32
"H14","GT","18","a","H14","GT18a",65988.5861,3566950.6,66141.5206666669,3575217.33333333,66144.0697199999,3575355.12
"H33","GT","18","a","H33","GT18a",65529.7824,3542150.4,65257.8990000002,3527454,65450.7659399999,3537879.24
"H37","GT","18","a","H37","GT18a",78420.6675,4238955,78437.6603666668,4239873.53333333,78502.2328899999,4243363.94
"H16","GT","18","a","H16","GT18a",87334.6816,4720793.6,86943.8493666668,4699667.53333334,86617.1642799999,4682008.88
"H42","GT","18","a","H42","GT18a",75684.38245,4091047.7,75013.1703833333,4054765.96666667,75294.3998599999,4069967.56
"H03","GT","18","a","H03","GT18a",73806.36605,3989533.3,72616.8771000002,3925236.59999999,71853.9049099998,3883994.86
"H05","GT","18","a","H05","GT18a",75290.301,4069746,74997.1771333336,4053901.46666666,74850.6148299999,4045979.18
"H20","L1","18","a","H20","L118a",22665.33605,1225153.3,22771.5408500001,1230894.1,22808.07465,1232868.9
"H61","L1","18","a","H61","L118a",29543.8118,1596962.8,29696.7463666668,1605229.53333333,29748.999,1608054
"H42","L1","18","a","H42","L118a",74743.8776,4040209.6,74650.4180666667,4035157.73333333,74432.91184,4023400.64
"H22","L1","18","a","H22","L118a",134428.2853,7266393.8,134504.752583333,7270527.16666666,134550.6332,7273007.2
"H48","L1","18","a","H48","L118a",45253.22185,2446120.1,45117.28015,2438771.9,45181.85255,2442262.3
"H39","L1","18","a","H39","L118a",27105.62835,1465169.1,27378.57365,1479922.9,27547.86345,1489073.7
"H17","L1","18","a","H17","L118a",60488.3215,3269639,60683.737,3280202,61089.86232,3302154.72
"H44","L1","18","a","H44","L118a",74524.2271,4028336.6,73982.5847166668,3999058.63333333,73813.08266,3989896.36
"H34","L1","18","a","H34","L118a",85260.29695,4608664.7,85115.8588166667,4600857.23333333,84956.97724,4592269.04
"H19","L1","18","a","H19","L118a",48711.96335,2633079.1,48711.9633500001,2633079.1,48755.29479,2635421.34
"H16","L1","18","a","H16","L118a",52280.0528,2825948.8,52584.8594166667,2842424.83333333,52865.02687,2857569.02
"H05","L1","18","a","H05","L118a",43296.3492,2340343.2,43168.9039333334,2333454.26666666,43627.70714,2358254.44
"H14","L1","18","a","H14","L118a",69057.4216,3732833.6,68959.7132333334,3727552.06666666,68664.89008,3711615.68
"H11","L1","18","a","H11","L118a",48211.7548,2606040.8,48322.2072,2612011.2,48423.31377,2617476.42
"H49","L1","18","a","H49","L118a",50649.9475,2737835,50794.3856333334,2745642.46666666,50833.46861,2747755.06
"H38","L1","18","a","H38","L118a",79768.596,4311816,79420.2453166668,4292986.23333333,78998.82617,4270206.82
"H35","L1","18","a","H35","L118a",153063.5943,8273707.8,152519.8275,8244315,151207.99102,8173404.92
"H46","L1","18","a","H46","L118a",59692.98615,3226647.9,59726.9712666666,3228484.93333333,59820.4308,3233536.8
"H40","L1","18","a","H40","L118a",76072.8769,4112047.4,75979.4173666667,4106995.53333333,75769.55756,4095651.76
"H33","L1","18","a","H33","L118a",74287.0719,4015517.4,74193.61175,4010465.5,74287.07153,4015517.38
"H15","L1","18","a","H15","L118a",49306.9807,2665242.2,49617.0980500001,2682005.3,49732.64831,2688251.26
"H37","L1","18","a","H37","L118a",61524.01625,3325622.5,61507.0233833334,3324703.96666666,61534.2116,3326173.6
"H36","L1","18","a","H36","L118a",59654.5524,3224570.4,59794.7417000001,3232148.2,59729.74454,3228634.84
"H54","L1","18","a","H54","L118a",36280.091,1961086,36645.4333166667,1980834.23333333,36703.20857,1983957.22
"H31","L1","18","a","H31","L118a",69141.0564,3737354.4,69073.0861666667,3733680.33333333,69084.98105,3734323.3
"H47","L1","18","a","H47","L118a",63800.90375,3448697.5,63690.4519666667,3442727.13333333,63647.97017,3440430.82
"H29","L1","18","a","H29","L118a",60217.09855,3254978.3,60234.0908000001,3255896.8,60352.18999,3262280.54
"H18","L1","18","a","H18","L118a",77469.81005,4187557.3,76926.0438666667,4158164.53333333,76338.09623,4126383.58
"H03","L1","18","a","H03","L118a",9680.0621,523246.6,9898.84248333342,535072.566666664,10013.32998,541261.080000002
"H45","L1","18","a","H45","L118a",44834.85175,2423505.5,44758.3844666667,2419372.13333333,44567.21669,2409038.74
"H35","SE","18","a","H35","SE18a",55888.5518,3021002.8,55030.42005,2974617.3,54032.94815,2920699.9
"H44","SE","18","a","H44","SE18a",56316.0794,3044112.4,56217.3091333333,3038773.46666666,56197.55508,3037705.68
"H47","SE","18","a","H47","SE18a",57888.6312,3129115.2,57565.7698166666,3111663.23333333,57506.2954,3108448.4
"H29","SE","18","a","H29","SE18a",49193.6793,2659117.8,49078.9780666666,2652917.73333333,48966.82601,2646855.46
"H14","SE","18","a","H14","SE18a",43890.9762,2372485.2,43958.9464333333,2376159.26666666,43906.26867,2373311.82
"H03","SE","18","a","H03","SE18a",15649.298,845908,15499.54975,837813.499999995,15438.17674,834496.040000001
"H27","SE","18","a","H27","SE18a",52796.01225,2853838.5,52933.0164666666,2861244.13333333,52853.36336,2856938.56
"H48","SE","18","a","H48","SE18a",43415.43185,2346780.1,43485.5271166666,2350569.03333333,43463.86152,2349397.92
"H54","SE","18","a","H54","SE18a",48800.1954,2637848.4,49174.0347666666,2658055.93333333,49269.19371,2663199.66
"H36","SE","18","a","H36","SE18a",44227.88155,2390696.3,44398.8708833333,2399938.96666666,44341.30801,2396827.46
"H61","SE","18","a","H61","SE18a",57542.5369,3110407.4,57500.05535,3108111.1,57463.52118,3106136.28
"H42","SE","18","a","H42","SE18a",51721.6747,2795766.2,51221.9829166667,2768755.83333333,50935.97452,2753295.92
"H31","SE","18","a","H31","SE18a",55886.54825,3020894.5,56030.987,3028701.99999999,56121.0487,3033570.2
"H34","SE","18","a","H34","SE18a",48771.7165,2636309,48792.9569666666,2637457.13333333,48730.93362,2634104.52
"H15","SE","18","a","H15","SE18a",57053.0861,3083950.6,56415.8597666667,3049505.93333333,56145.67553,3034901.38
"H17","SE","18","a","H17","SE18a",18167.53095,982028.7,18413.9256666667,995347.333333332,18626.33465,1006828.9
"H39","SE","18","a","H39","SE18a",42787.76755,2312852.3,42598.72345,2302633.7,42560.915,2300590
"H05","SE","18","a","H05","SE18a",36905.9682,1994917.2,37142.8045833333,2007719.16666666,37241.15009,2013035.14
"H49","SE","18","a","H49","SE18a",32229.3125,1742125,32454.4661333333,1754295.46666666,32767.13192,1771196.32
"H18","SE","18","a","H18","SE18a",52166.74585,2819824.1,52122.1398833333,2817412.96666666,52314.58231,2827815.26
"H46","SE","18","a","H46","SE18a",41099.11345,2221573.7,41397.0171,2237676.6,41568.74964,2246959.44
"H16","SE","18","a","H16","SE18a",52529.96375,2839457.5,52625.5477,2844624.2,52450.94729,2835186.34
"H20","SE","18","a","H20","SE18a",55605.783,3005718,55417.8008,2995556.8,55604.50835,3005649.1
"H33","SE","18","a","H33","SE18a",57814.7607,3125122.2,57874.2351166666,3128337.03333333,57886.13,3128980
"H11","SE","18","a","H11","SE18a",58211.8447,3146586.2,57980.31905,3134071.3,57923.8182,3131017.2
"H37","SE","18","a","H37","SE18a",54760.4514,2960024.4,54624.5090833333,2952676.16666666,54541.24453,2948175.38
"H45","SE","18","a","H45","SE18a",53955.75505,2916527.3,53955.75505,2916527.3,53879.28789,2912393.94
"H38","SE","18","a","H38","SE18a",49055.8802,2651669.2,49209.8766666667,2659993.33333333,49215.18703,2660280.38
"H40","SE","18","a","H40","SE18a",29756.8763,1608479.8,29667.6649833333,1603657.56666666,29486.69268,1593875.28
"H19","SE","18","a","H19","SE18a",9821.6463,530899.8,10169.9963666667,549729.533333331,10512.3993,568237.800000001
"H35","TM","18","a","H35","TM18a",77546.47405,4191701.3,76339.9916166667,4126486.03333333,75548.13143,4083682.78
"H15","TM","18","a","H15","TM18a",63550.99095,3435188.7,63262.1146833332,3419573.76666666,62799.06326,3394543.96
"H44","TM","18","a","H44","TM18a",32937.0411,1780380.6,33005.0119499999,1784054.69999999,33100.17114,1789198.44
"H29","TM","18","a","H29","TM18a",52116.15945,2817089.7,51725.3272166666,2795963.63333333,51405.01464,2778649.44
"H14","TM","18","a","H14","TM18a",43672.91115,2360697.9,43617.6849499999,2357712.7,43769.76938,2365933.48
"H45","TM","18","a","H45","TM18a",52535.93555,2839780.3,52416.9861,2833350.6,52510.44588,2838402.48
"H27","TM","18","a","H27","TM18a",65866.9042,3560373.2,65093.7367833333,3518580.36666667,64900.86972,3508155.12
"H03","TM","18","a","H03","TM18a",41733.15285,2255846.1,40849.5317999999,2208082.79999999,40030.48352,2163809.92
"H54","TM","18","a","H54","TM18a",66861.18485,3614118.1,67056.6009666666,3624681.13333333,66917.26094,3617149.24
"H36","TM","18","a","H36","TM18a",46226.7936,2498745.6,46065.3625999999,2490019.59999999,45844.45706,2478078.76
"H49","TM","18","a","H49","TM18a",63790.54005,3448137.3,63440.0661833333,3429192.76666667,63043.71133,3407768.18
"H42","TM","18","a","H42","TM18a",30744.3841,1661858.6,30935.552,1672192,30999.27451,1675636.46
"H31","TM","18","a","H31","TM18a",33710.6704,1822198.4,33804.13055,1827250.3,33919.68081,1833496.26
"H34","TM","18","a","H34","TM18a",29118.26925,1573960.5,29887.1890666666,1615523.73333333,30428.40632,1644778.72
"H20","TM","18","a","H20","TM18a",45621.6253,2466033.8,46666.6761166666,2522523.03333333,46908.82237,2535612.02
"H17","TM","18","a","H17","TM18a",58202.4689,3146079.4,58138.7462666666,3142634.93333333,58085.2196,3139741.6
"H39","TM","18","a","H39","TM18a",56678.51105,3063703.3,56890.9200333333,3075184.86666667,57045.55364,3083543.44
"H05","TM","18","a","H05","TM18a",55094.39305,2978075.3,54863.9292999999,2965617.8,54589.70972,2950795.12
"H19","TM","18","a","H19","TM18a",60978.99145,3296161.7,61140.4224499999,3304887.69999999,61498.96873,3324268.58
"H18","TM","18","a","H18","TM18a",56663.95525,3062916.5,56680.9475,3063835,56720.0306,3065947.6
"H48","TM","18","a","H48","TM18a",43774.06175,2366165.5,43952.4856166666,2375810.03333333,44554.0273,2408325.8
"H16","TM","18","a","H16","TM18a",67337.9021,3639886.6,67244.4425666666,3634834.73333333,67123.7942,3628313.2
"H40","TM","18","a","H40","TM18a",21187.3766,1145263.6,21737.5147999999,1175000.8,22140.6668,1196792.8
"H33","TM","18","a","H33","TM18a",68778.83195,3717774.7,68761.8390833333,3716856.16666667,68671.77763,3711987.98
"H11","TM","18","a","H11","TM18a",58701.89305,3173075.3,57962.7101333333,3133119.46666667,57656.84174,3116586.04
"H47","TM","18","a","H47","TM18a",78310.73865,4233012.9,78123.8189666666,4222909.13333333,78117.02219,4222541.74
"H37","TM","18","a","H37","TM18a",62101.30505,3356827.3,61863.4067666667,3343967.93333333,61280.55699,3312462.54
"H38","TM","18","a","H38","TM18a",16031.02145,866541.7,16410.1715499999,887036.299999995,16854.31844,911044.239999999
"H46","TM","18","a","H46","TM18a",64676.28675,3496015.5,64684.7838,3496474.8,64676.28749,3496015.54
"H16","N3","18","a","H16","N318a",80570.3194,4355152.4,80765.7355166667,4365715.43333333,81123.4320299999,4385050.38
"H36","N3","18","a","H36","N318a",43096.62135,2329547.1,43122.1106499999,2330924.90000001,43264.8492499998,2338640.5
"H35","N3","18","a","H35","N318a",58772.99595,3176918.7,57766.1784666667,3122496.13333333,56927.58802,3077166.92
"H38","N3","18","a","H38","N318a",78849.6048,4262140.8,79716.2323666666,4308985.53333334,79986.4164799998,4323590.08
"H42","N3","18","a","H42","N318a",35341.1827,1910334.2,35681.03695,1928704.7,35901.94212,1940645.52
"H61","N3","18","a","H61","N318a",52397.13375,2832277.5,52571.3093999999,2841692.40000001,52683.8859699998,2847777.62
"H29","N3","18","a","H29","N318a",70908.97005,3832917.3,70692.31285,3821206.1,70776.4267999999,3825752.8
"H14","N3","18","a","H14","N318a",65565.8241,3544098.6,65676.2765,3550069,65471.5144299999,3539000.78
"H17","N3","18","a","H17","N318a",63633.03105,3439623.3,63743.4828333334,3445593.66666667,63643.22566,3440174.36
"H03","N3","18","a","H03","N318a",63417.17675,3427955.5,62813.9349166665,3395347.83333334,62033.1199699998,3353141.62000001
"H11","N3","18","a","H11","N318a",81116.7391,4384688.6,80441.2794333333,4348177.26666667,80382.6546599999,4345008.36
"H05","N3","18","a","H05","N318a",77194.2026,4172659.6,77041.2686499999,4164392.9,77214.5944099998,4173761.86
"H47","N3","18","a","H47","N318a",56018.1702,3028009.2,56060.65175,3030305.5,56364.8209799999,3046747.08
"H27","N3","18","a","H27","N318a",70671.7908,3820096.8,71028.6379166667,3839385.83333334,70890.9969299999,3831945.78
"H37","N3","18","a","H37","N318a",37803.06095,2043408.7,38312.8420166667,2070964.43333333,38396.9557199999,2075511.12
"H40","N3","18","a","H40","N318a",40516.6428,2190088.8,40775.78155,2204096.3,40705.2621399999,2200284.44
"H33","N3","18","a","H33","N318a",71064.68455,3841334.3,70789.7474166667,3826472.83333333,70775.7815199999,3825717.92
"H39","N3","18","a","H39","N318a",68827.21685,3720390.1,68653.5727666667,3711003.93333333,68453.5235099999,3700190.46
"H49","N3","18","a","H49","N318a",64469.392,3484832,64537.3628499999,3488506.1,64688.5977599998,3496680.96
"H44","N3","18","a","H44","N318a",72229.21515,3904281.9,71931.8430666665,3888207.73333334,71951.3847399998,3889264.04000001
"H46","N3","18","a","H46","N318a",70292.24295,3799580.7,70130.8125666667,3790854.73333333,69965.98361,3781945.06
"H20","N3","18","a","H20","N318a",68692.82175,3713125.5,68174.54425,3685110.5,68221.2737699999,3687636.42
"H31","N3","18","a","H31","N318a",78457.1236,4240925.6,78448.6271666667,4240466.33333333,78347.5203499999,4235001.1
"H48","N3","18","a","H48","N318a",73024.162,3947252,73448.97935,3970215.1,73584.9210499999,3977563.3
"H34","N3","18","a","H34","N318a",50090.1782,2707577.2,50136.9079666666,2710103.13333334,50044.2978299999,2705097.18
"H18","N3","18","a","H18","N318a",75540.60415,4083275.9,75018.07905,4055031.3,74717.30827,4038773.42
"H54","N3","18","a","H54","N318a",73973.2342,3998553.2,73650.3734333334,3981101.26666667,73155.0365499999,3954326.3
"H19","N3","18","a","H19","N318a",67057.52905,3624731.3,67095.7623833333,3626797.96666667,66875.2822199998,3614880.12
"H45","N3","18","a","H45","N318a",1419.6197,76736.2,1842.71161666672,99606.0333333337,2161.23178999994,116823.339999998
"H15","N3","18","a","H15","N318a",71296.4692,3853863.2,70378.8630333333,3804262.86666667,70075.5431999998,3787867.2
"H48","CB","18","a","H48","CB18a",48341.1771,2613036.6,48309.3157833333,2611314.36666667,48176.77278,2604149.88
"H45","CB","18","a","H45","CB18a",15698.86505,848587.3,15756.2156666666,851687.333333332,15830.77153,855717.38
"H15","CB","18","a","H15","CB18a",26421.7888,1428204.8,26429.2233333333,1428606.66666667,26424.65667,1428359.82
"H20","CB","18","a","H20","CB18a",30898.72035,1670201.1,30873.2316666666,1668823.33333333,30884.70179,1669443.34
"H42","CB","18","a","H42","CB18a",22765.7078,1230578.8,22774.2036166667,1231038.03333333,22875.30994,1236503.24
"H31","CB","18","a","H31","CB18a",17144.98045,926755.7,17127.9875833333,925837.166666666,17091.45329,923862.34
"H54","CB","18","a","H54","CB18a",19267.1358,1041466.8,19339.3548666666,1045370.53333333,19476.14621,1052764.66
"H49","CB","18","a","H49","CB18a",33419.14,1806440,33395.7751166666,1805177.03333333,33313.3607,1800722.2
"H14","CB","18","a","H14","CB18a",16178.77725,874528.5,16176.0559,874381.4,16200.36342,875695.32
"H16","CB","18","a","H16","CB18a",32312.56805,1746625.3,32306.1294333333,1746277.26666667,32220.72776,1741660.96
"H18","CB","18","a","H18","CB18a",42809.07955,2314004.3,42768.7218,2311822.8,42724.96523,2309457.58
"H03","CB","18","a","H03","CB18a",21872.0024,1182270.4,21784.9148833333,1177562.96666667,21683.38343,1172074.78
"H46","CB","18","a","H46","CB18a",37852.84445,2046099.7,37857.0926666667,2046329.33333333,37776.37766,2041966.36
"H40","CB","18","a","H40","CB18a",14544.68705,786199.3,14599.9132499999,789184.5,14710.36602,795154.920000001
"H61","CB","18","a","H61","CB18a",28861.77785,1560096.1,28874.7216833333,1560795.76666667,28917.77476,1563122.96
"H27","CB","18","a","H27","CB18a",21896.49455,1183594.3,21914.5493166666,1184570.23333333,21919.43492,1184834.32
"H29","CB","18","a","H29","CB18a",33678.20845,1820443.7,33709.00725,1822108.5,33712.61771,1822303.66
"H47","CB","18","a","H47","CB18a",28286.87555,1529020.3,28229.5249333333,1525920.26666667,28164.52765,1522406.9
"H11","CB","18","a","H11","CB18a",37051.3412,2002775.2,37025.8525166666,2001397.43333333,37084.47729,2004566.34
"H37","CB","18","a","H37","CB18a",32911.94215,1779023.9,32928.9350166666,1779942.43333333,32974.39038,1782399.48
"H38","CB","18","a","H38","CB18a",6641.2928,358988.8,6674.21601666663,360768.433333334,6713.61817999998,362898.280000001
"H17","CB","18","a","H17","CB18a",34596.0212,1870055.2,34613.0140666667,1870973.73333333,34634.25515,1872121.9
"H19","CB","18","a","H19","CB18a",18228.8529,985343.4,18254.3415833333,986721.166666667,18268.36002,987478.920000001
"H44","CB","18","a","H44","CB18a",31931.0222,1726001.2,31926.7739833333,1725771.56666667,31899.16113,1724278.98
"H39","CB","18","a","H39","CB18a",4645.37775,251101.5,4665.62291666664,252195.833333333,4688.15159999999,253413.6
"H35","CB","18","a","H35","CB18a",29044.57635,1569977.1,28670.7369833333,1549769.56666667,28323.23545,1530985.7
"H05","CB","18","a","H05","CB18a",28662.05,1549300,28590.4284833333,1545428.56666667,28459.49165,1538350.9
"H36","CB","18","a","H36","CB18a",26992.90415,1459075.9,26920.4859,1455161.4,26841.32329,1450882.34
"H33","CB","18","a","H33","CB18a",32017.84455,1730694.3,31982.7969166666,1728799.83333333,31932.45595,1726078.7
"H19","HS","18","a","H19","HS18a",31183.082,1685572,31264.8600166667,1689992.43333334,31354.49671,1694837.66
"H03","HS","18","a","H03","HS18a",49207.01595,2659838.7,49219.7606,2660527.6,49170.05665,2657840.9
"H54","HS","18","a","H54","HS18a",31580.94115,1707077.9,31731.7519166667,1715229.83333333,31851.12588,1721682.48
"H27","HS","18","a","H27","HS18a",46139.56795,2494030.7,45884.6774166667,2480252.83333334,45833.69931,2477497.26
"H29","HS","18","a","H29","HS18a",33468.72185,1809120.1,33400.751,1805446,33354.02111,1802920.06
"H20","HS","18","a","H20","HS18a",19596.50055,1059270.3,19806.7851166666,1070637.03333334,19845.01882,1072703.72
"H05","HS","18","a","H05","HS18a",67078.8318,3625882.8,66843.05855,3613138.3,66713.06423,3606111.58
"H61","HS","18","a","H61","HS18a",33655.10565,1819194.9,33522.34965,1812018.9,33401.48915,1805485.9
"H46","HS","18","a","H46","HS18a",39651.01485,2143298.1,39721.1101166667,2147087.03333333,39774.63703,2149980.38
"H39","HS","18","a","H39","HS18a",50569.48545,2733485.7,50571.6098666667,2733600.53333333,50587.32833,2734450.18
"H40","HS","18","a","H40","HS18a",42460.978,2295188,42484.3428833333,2296450.96666667,42490.60871,2296789.66
"H31","HS","18","a","H31","HS18a",45475.46605,2458133.3,45469.0940333333,2457788.86666667,45449.97712,2456755.52
"H36","HS","18","a","H36","HS18a",32314.55495,1746732.7,32435.6275833333,1753277.16666667,32523.56462,1758030.52
"H49","HS","18","a","H49","HS18a",33047.3677,1786344.2,33066.4843666666,1787377.53333334,33075.92356,1787887.76
"H48","HS","18","a","H48","HS18a",50014.91095,2703508.7,50008.5389333333,2703164.26666667,49932.07165,2699030.9
"H33","HS","18","a","H33","HS18a",40000.8998,2162210.8,39957.9526666667,2159889.33333333,39929.17123,2158333.58
"H47","HS","18","a","H47","HS18a",44243.6306,2391547.6,44135.302,2385692,44058.83484,2381558.64
"H11","HS","18","a","H11","HS18a",46355.635,2505710,46525.5618166666,2514895.23333334,46665.32685,2522450.1
"H45","HS","18","a","H45","HS18a",18633.1038,1007194.8,18746.1449666667,1013305.13333333,18831.002,1017892
"H35","HS","18","a","H35","HS18a",32488.98775,1756161.5,32259.5859,1743761.4,32009.79298,1730259.08
"H42","HS","18","a","H42","HS18a",61338.22445,3315579.7,61172.5452333333,3306624.06666667,61073.13795,3301250.7
"H18","HS","18","a","H18","HS18a",65032.14165,3515250.9,64925.9374666666,3509510.13333333,64853.7184,3505606.4
"H14","HS","18","a","H14","HS18a",34920.61665,1887600.9,35050.1857166666,1894604.63333334,35120.70525,1898416.5
"H37","HS","18","a","H37","HS18a",47773.06615,2582327.9,47596.7667,2572798.2,47533.46895,2569376.7
"H44","HS","18","a","H44","HS18a",38862.839,2100694,38712.02885,2092542.1,38635.98682,2088431.72
"H38","HS","18","a","H38","HS18a",32606.6718,1762522.8,32700.13195,1767574.7,32730.29435,1769205.1
"H15","HS","18","a","H15","HS18a",22043.6565,1191549,22075.5172,1193271.2,22108.01541,1195027.86
"H17","HS","18","a","H17","HS18a",48302.7674,2610960.4,48455.70135,2619227.1,48572.95102,2625564.92
"H16","HS","18","a","H16","HS18a",52960.2904,2862718.4,52977.2832666666,2863636.93333333,52944.99719,2861891.74
"H34","HS","18","a","H34","HS18a",50892.89505,2750967.3,50890.77125,2750852.5,50878.03992,2750164.32
