rec,year,lon,lat,Dclip,Rclip,Dplane,Rplane,H,L,unit,dpHB,new_unit
GT,19,2108.540839,4845.583584,2.337715593,2.390481083,2.328600644,2.317366203,0.376897335,0.5,H68,-2.688536167,H68
GT,19,2108.540839,4845.583584,2.400653296,2.265576184,2.391044702,2.194398646,0.407425642,0.75,H68,-2.688536167,H68
GT,19,2109.154715,4846.655968,2.318431129,2.427348643,2.295670509,2.246834162,0.20799613,0.25,H11,-2.557795763,H11
GT,19,2109.154715,4846.655968,2.414810457,1.930381428,2.409430563,1.899226229,0.20799613,0.5,H11,-2.557795763,H11
GT,19,2109.154715,4846.655968,2.448724252,1.862938708,2.43670968,1.798772986,0.257926226,0.75,H11,-2.557795763,H11
GT,19,2109.798787,4845.850568,2.423231975,1.749323481,2.282397365,1.280032732,0.087291002,0.25,H54,-2.508778095,H54
GT,19,2109.798787,4845.850568,2.582439989,1.802014748,2.357180534,1.159780893,0.094041586,0.5,H54,-2.508778095,H54
GT,19,2109.798787,4845.850568,2.674885002,1.77618677,2.433413049,1.135409793,0.094041586,0.75,H54,-2.508778095,H54
GT,19,2111.129367,4846.49039,2.410118592,1.429784602,2.271754356,1.153415543,0.065632105,0.25,H70,-2.528801918,H70
GT,19,2111.129367,4846.49039,2.616361844,1.565690871,2.419807009,1.132687342,0.065632105,0.5,H70,-2.528801918,H70
GT,19,2111.129367,4846.49039,2.563799273,1.838323523,2.396221017,1.261096727,0.156852007,0.75,H70,-2.528801918,H70
GT,19,2111.821018,4846.381866,2.544040526,2.551682473,2.405076847,1.653723971,0.086385012,0.25,H18,-2.618594646,H18
GT,19,2111.821018,4846.381866,2.703835779,2.490969865,2.417975999,1.217711559,0.086385012,0.5,H18,-2.618594646,H18
GT,19,2111.821018,4846.381866,2.791477136,2.407363098,2.412298097,1.097583018,0.086385012,0.75,H18,-2.618594646,H18
GT,19,2112.209167,4847.29293,2.718774722,1.184547623,2.33986432,1.008586549,0.011296749,0.25,H20,-2.689234495,H20
GT,19,2112.209167,4847.29293,2.913767213,1.228927087,2.382433236,1.0030671,0.011296749,0.5,H20,-2.689234495,H20
GT,19,2112.209167,4847.29293,3.011260963,1.228927087,2.382496065,1.001365028,0.011296749,0.75,H20,-2.689234495,H20
GT,19,2113.375956,4846.612217,2.338502975,1.820010174,2.302227596,1.64624852,0.13155055,0.25,H03,-3.040751934,H03
GT,19,2113.375956,4846.612217,2.346534418,1.727614165,2.331926493,1.660596153,0.235734701,0.5,H03,-3.040751934,H03
GT,19,2113.375956,4846.612217,2.442004576,1.718000318,2.432734519,1.675322492,0.235734701,0.75,H03,-3.040751934,H03
GT,19,2115.638271,4845.424341,2.284760018,2.31345342,2.228446345,1.929869516,0.225670576,0.25,H27,-3.051735401,H27
GT,19,2115.638271,4845.424341,2.379188023,1.840217761,2.349569582,1.692722669,0.225670576,0.5,H27,-3.051735401,H27
GT,19,2115.638271,4845.424341,2.471433641,1.812310527,2.442771211,1.673287653,0.225670576,0.75,H27,-3.051735401,H27
GT,19,2115.902183,4844.486105,2.596118721,1.22120859,2.310495978,1.022579462,0.020770788,0.25,H38,-3.05918932,H38
GT,19,2115.902183,4844.486105,2.66044479,1.248685429,2.408290876,1.033760474,0.033915043,0.5,H38,-3.05918932,H38
GT,19,2115.902183,4844.486105,2.48193125,1.44830257,2.323024189,1.136964942,0.149740696,0.75,H38,-3.05918932,H38
GT,19,2114.788179,4845.014963,2.364029997,2.133554713,2.306380703,1.788581277,0.14661932,0.25,H35,-3.000099897,H35
GT,19,2114.788179,4845.014963,2.451640159,2.01739993,2.40941875,1.777851405,0.189366817,0.5,H35,-3.000099897,H35
GT,19,2114.788179,4845.014963,2.520468615,1.871772411,2.486985243,1.701457042,0.19266057,0.75,H35,-3.000099897,H35
GT,19,2113.961792,4843.979204,2.398692633,1.589656678,2.373583365,1.496392134,0.083227158,0.25,H07,-2.834567308,H07
GT,19,2113.961792,4843.979204,2.52653996,1.640628124,2.457482653,1.397309766,0.102947474,0.5,H07,-2.834567308,H07
GT,19,2113.961792,4843.979204,2.631707795,1.693683688,2.482254352,1.240584237,0.10479784,0.75,H07,-2.834567308,H07
GT,19,2113.705821,4845.164195,2.275038136,1.812738782,2.236927631,1.632479584,0.170304775,0.25,H23,-3.094240904,H23
GT,19,2113.705821,4845.164195,2.300172392,1.814108328,2.264501804,1.644024671,0.307136297,0.5,H23,-3.094240904,H23
GT,19,2113.705821,4845.164195,2.306953252,1.773979144,2.285857887,1.673760933,0.433590412,0.75,H23,-3.094240904,H23
GT,19,2112.586507,4845.332411,2.308129004,1.799346208,2.287690859,1.699359997,0.146829844,0.25,H25,-2.76608181,H25
GT,19,2112.586507,4845.332411,2.41123077,2.047832429,2.372323844,1.819523454,0.228491306,0.5,H25,-2.76608181,H25
GT,19,2112.586507,4845.332411,2.510237075,2.05768088,2.428480071,1.624304958,0.228491306,0.75,H25,-2.76608181,H25
GT,19,2112.562588,4843.491238,2.852078416,1.185359024,2.276381255,1.001684673,0.006504536,0.25,H02,-2.709514618,H02
GT,19,2112.562588,4843.491238,3.018745083,1.185359024,2.275809468,1.000419435,0.006504536,0.5,H02,-2.709514618,H02
GT,19,2112.562588,4843.491238,2.752116584,1.844812451,2.319943578,1.032480529,0.072031975,0.75,H02,-2.709514618,H02
GT,19,2111.702127,4845.291814,2.357898039,2.582743323,2.267352046,1.915772873,0.190037727,0.25,H05,-2.763413191,H05
GT,19,2111.702127,4845.291814,2.439213976,2.202386066,2.387384459,1.871368442,0.22332859,0.5,H05,-2.763413191,H05
GT,19,2111.702127,4845.291814,2.52620899,2.128031621,2.47035369,1.793681228,0.22332859,0.75,H05,-2.763413191,H05
GT,19,2111.313889,4843.339496,2.270585143,1.437063326,2.197309181,1.25660042,0.118422747,0.25,H39,-2.888007164,H39
GT,19,2111.313889,4843.339496,2.438046063,1.827219763,2.380514986,1.565023126,0.174898148,0.5,H39,-2.888007164,H39
GT,19,2111.313889,4843.339496,2.456525326,1.793650349,2.423079634,1.636685611,0.23654294,0.75,H39,-2.888007164,H39
GT,19,2110.654059,4845.096669,2.267041758,1.475958127,2.246488837,1.411832284,0.1264112,0.25,H67,-2.731154919,H67
GT,19,2110.654059,4845.096669,2.387933971,1.58314509,2.366906099,1.504870412,0.172889709,0.5,H67,-2.731154919,H67
GT,19,2110.654059,4845.096669,2.469008497,1.681825586,2.439805797,1.56019594,0.203945637,0.75,H67,-2.731154919,H67
GT,19,2109.526691,4843.724698,2.397145067,2.315009727,2.229179339,1.441563423,0.141529322,0.25,H31,-2.690696478,H31
GT,19,2109.526691,4843.724698,2.452380635,2.043290102,2.327779806,1.458176079,0.191989899,0.5,H31,-2.690696478,H31
GT,19,2109.526691,4843.724698,2.487874423,2.111525523,2.36693188,1.504908751,0.25931859,0.75,H31,-2.690696478,H31
GT,19,2108.67931,4844.142357,2.429323804,3.328384962,2.212988275,1.633052053,0.188238859,0.25,H40,-2.511733294,H40
GT,19,2108.67931,4844.142357,2.487192732,2.565772306,2.342217444,1.634558239,0.220276594,0.5,H40,-2.511733294,H40
GT,19,2108.67931,4844.142357,2.525830916,2.157442433,2.400807491,1.51387899,0.227639914,0.75,H40,-2.511733294,H40
GT,19,2108.159196,4843.57839,2.321520862,1.5275551,2.193806938,1.208682708,0.107204914,0.25,H52,-2.61958003,H52
GT,19,2108.159196,4843.57839,2.421411867,1.467042874,2.322766705,1.227686623,0.131554604,0.5,H52,-2.61958003,H52
GT,19,2108.159196,4843.57839,2.31601133,1.378322906,2.221428773,1.187308376,0.270314693,0.75,H52,-2.61958003,H52
GT,19,2114.667893,4843.059911,2.361386142,2.985235,2.268545759,2.157555814,0.221237898,0.25,H01,-3.011979818,H01
GT,19,2114.667893,4843.059911,2.496390637,3.025126022,2.394309729,2.118304423,0.256170988,0.5,H01,-3.011979818,H01
GT,19,2114.667893,4843.059911,2.5327854,2.429744039,2.425016635,1.732304011,0.256170988,0.75,H01,-3.011979818,H01
GT,19,2115.84522,4842.127019,2.336436164,1.743707475,2.276997902,1.498196777,0.124640942,0.25,H44,-3.191568136,H44
GT,19,2115.84522,4842.127019,2.433864618,1.553055909,2.397268592,1.428787255,0.138280869,0.5,H44,-3.191568136,H44
GT,19,2115.84522,4842.127019,2.481934651,1.586254197,2.424171676,1.392038215,0.175992489,0.75,H44,-3.191568136,H44
GT,19,2113.823021,4841.964498,2.638595305,1.570882143,2.400668197,1.096739917,0.030085087,0.25,H15,-2.880456924,H15
GT,19,2113.823021,4841.964498,2.553558005,1.652387346,2.286846661,1.090058888,0.093053102,0.5,H15,-2.880456924,H15
GT,19,2113.823021,4841.964498,2.655782746,1.673270532,2.36049253,1.074411996,0.093053102,0.75,H15,-2.880456924,H15
GT,19,2113.970765,4840.906962,2.328351732,1.877915402,2.191964235,1.346309678,0.143435955,0.25,H41,-3.102710009,H41
GT,19,2113.970765,4840.906962,2.387359757,2.029836757,2.282985776,1.519749285,0.249423504,0.5,H41,-3.102710009,H41
GT,19,2113.970765,4840.906962,2.459396446,2.026905039,2.367292105,1.563593407,0.276750326,0.75,H41,-3.102710009,H41
GT,19,2111.948683,4842.083971,2.285278864,1.874710219,2.239981718,1.650805021,0.171166658,0.25,H57,-2.863942385,H57
GT,19,2111.948683,4842.083971,2.41306658,2.021658328,2.347613713,1.670648538,0.222939968,0.5,H57,-2.863942385,H57
GT,19,2111.948683,4842.083971,2.527394107,2.1333265,2.401974615,1.500374611,0.222939968,0.75,H57,-2.863942385,H57
GT,19,2111.821869,4840.96138,2.302909676,1.84558028,2.27035136,1.683842774,0.155599594,0.25,H65,-2.857134342,H65
GT,19,2111.821869,4840.96138,2.422972311,1.99986306,2.343778023,1.597578539,0.210883141,0.5,H65,-2.857134342,H65
GT,19,2111.821869,4840.96138,2.544710875,2.160933975,2.423215193,1.528327766,0.210883141,0.75,H65,-2.857134342,H65
GT,19,2110.559986,4840.988606,2.524495602,1.466120738,2.333377084,1.111075946,0.042793512,0.25,H47,-2.876560211,H47
GT,19,2110.559986,4840.988606,2.490521448,1.846785588,2.337239129,1.293686058,0.142750978,0.5,H47,-2.876560211,H47
GT,19,2110.559986,4840.988606,2.5557719,1.796854065,2.447835457,1.381347225,0.156955481,0.75,H47,-2.876560211,H47
GT,19,2109.065761,4840.690459,2.487780163,1.695965195,2.334372382,1.234409353,0.063692331,0.25,H14,-2.591879606,H14
GT,19,2109.065761,4840.690459,2.52235528,1.518242969,2.351164901,1.146393071,0.092009544,0.5,H14,-2.591879606,H14
GT,19,2109.065761,4840.690459,2.617496904,1.582300074,2.402749535,1.118930189,0.099733829,0.75,H14,-2.591879606,H14
GT,19,2108.585426,4842.208996,2.3231121,2.412742045,2.234870412,1.820501325,0.202506781,0.25,H36,-2.67758441,H36
GT,19,2108.585426,4842.208996,2.413288963,1.884639123,2.349924106,1.583184018,0.202506781,0.5,H36,-2.67758441,H36
GT,19,2108.585426,4842.208996,2.500298641,1.82722701,2.44591339,1.577256295,0.202506781,0.75,H36,-2.67758441,H36
GT,19,2107.592762,4841.61253,2.917926259,1.035863785,2.397359622,1.000480614,0.002099991,0.25,H17,-2.611970901,H17
GT,19,2107.592762,4841.61253,2.509558825,3.323108601,2.182309055,1.288514727,0.269192457,0.5,H17,-2.611970901,H17
GT,19,2107.592762,4841.61253,2.529136272,2.658366573,2.327143783,1.459647861,0.289297581,0.75,H17,-2.611970901,H17
GT,19,2115.710439,4840.459398,2.39781874,1.502116848,2.275357284,1.20568128,0.075766802,0.25,H42,-3.20987463,H42
GT,19,2115.710439,4840.459398,2.568322882,1.515619933,2.370166151,1.117833678,0.075766802,0.5,H42,-3.20987463,H42
GT,19,2115.710439,4840.459398,2.674358234,1.546806961,2.400686854,1.069095536,0.075766802,0.75,H42,-3.20987463,H42
GT,19,2114.74947,4840.058164,2.494390367,1.814462685,2.431685385,1.53644813,0.068490505,0.25,H28,-3.158590078,H28
GT,19,2114.74947,4840.058164,2.626703486,1.679047176,2.516523243,1.314367278,0.070385933,0.5,H28,-3.158590078,H28
GT,19,2114.74947,4840.058164,2.504741175,1.900832612,2.401421256,1.451366904,0.210138798,0.75,H28,-3.158590078,H28
GT,19,2113.2051,4839.906449,2.343478721,1.145236903,2.198272146,1.045520804,0.047298431,0.25,J12,-3.197798014,J12
GT,19,2113.2051,4839.906449,2.338247171,1.385669576,2.210025308,1.147473612,0.16613555,0.5,J12,-3.197798014,J12
GT,19,2113.2051,4839.906449,2.384004664,1.910678159,2.30639946,1.545969082,0.349682808,0.75,J12,-3.197798014,J12
GT,19,2112.840676,4838.594066,2.299261586,1.794523317,2.261975616,1.621191249,0.151754618,0.25,H34,-3.044290781,H34
GT,19,2112.840676,4838.594066,2.365130372,1.586513763,2.324099058,1.441659887,0.190761328,0.5,H34,-3.044290781,H34
GT,19,2112.840676,4838.594066,2.454063847,1.658662611,2.387353933,1.416127299,0.212382317,0.75,H34,-3.044290781,H34
GT,19,2112.225593,4838.830029,2.825867616,1.11819138,2.425880692,1.004483856,0.005702496,0.25,H43,-2.779923201,H43
GT,19,2112.225593,4838.830029,2.584020378,1.787062671,2.258919923,1.070895394,0.092303276,0.5,H43,-2.779923201,H43
GT,19,2112.225593,4838.830029,2.663783856,1.848318045,2.383146763,1.110896551,0.104288578,0.75,H43,-2.779923201,H43
GT,19,2111.710878,4839.646265,2.255050412,1.438887504,2.131758222,1.176374421,0.126636982,0.25,H50,-3.103889227,H50
GT,19,2111.710878,4839.646265,2.274842644,1.641524799,2.212398347,1.417068921,0.293497086,0.5,H50,-3.103889227,H50
GT,19,2111.710878,4839.646265,2.357955943,1.82071621,2.327581639,1.672771586,0.364182949,0.75,H50,-3.103889227,H50
GT,19,2111.00857,4838.632187,2.288542696,3.062254124,2.274897957,2.911801365,0.308212042,0.25,H33,-2.965103865,H33
GT,19,2111.00857,4838.632187,2.33902907,2.298830094,2.332880365,2.251887797,0.357349873,0.5,H33,-2.965103865,H33
GT,19,2111.00857,4838.632187,2.400284764,2.052448934,2.393742393,2.010571584,0.359761477,0.75,H33,-2.965103865,H33
GT,19,2110.023976,4839.779279,2.335360403,2.559691405,2.282021863,2.136035791,0.20651865,0.25,H46,-2.947504997,H46
GT,19,2110.023976,4839.779279,2.4249846,1.981195317,2.355330765,1.624444427,0.20651865,0.5,H46,-2.947504997,H46
GT,19,2110.023976,4839.779279,2.474399692,1.847961202,2.402080038,1.524244627,0.229181767,0.75,H46,-2.947504997,H46
GT,19,2109.369126,4838.068317,2.233052014,1.431283978,2.207513562,1.359375067,0.13734746,0.25,H37,-2.842963696,H37
GT,19,2109.369126,4838.068317,2.348517098,1.614397864,2.304046094,1.452454705,0.210334778,0.5,H37,-2.842963696,H37
GT,19,2109.369126,4838.068317,2.450305038,1.68221626,2.385486957,1.437796401,0.220522165,0.75,H37,-2.842963696,H37
GT,19,2108.743573,4839.329264,2.698540413,1.231791999,2.323013556,1.011317055,0.013920069,0.25,H51,-2.584178686,H51
GT,19,2108.743573,4839.329264,2.598332829,1.566183735,2.326427679,1.07301684,0.070780039,0.5,H51,-2.584178686,H51
GT,19,2108.743573,4839.329264,2.65134844,1.446535613,2.399576291,1.065157271,0.073846102,0.75,H51,-2.584178686,H51
HS,17,-467.5321883,1272.836368,2.369988762,3.021595448,2.226676148,1.862334097,0.216388925,0.25,26,-3.442979617,H26
HS,17,-467.5321883,1272.836368,2.366342989,2.227817341,2.301508553,1.819670102,0.306778548,0.5,26,-3.442979617,H26
HS,17,-467.5321883,1272.836368,2.455486253,2.16731191,2.419820973,1.936016378,0.306778548,0.75,26,-3.442979617,H26
HS,17,-469.329683,1273.200725,2.306949118,2.241390738,2.278801862,2.045462773,0.197865283,0.25,29,-3.491885046,H29
HS,17,-469.329683,1273.200725,2.298991865,1.87286184,2.292689126,1.838351744,0.322910381,0.5,29,-3.491885046,H29
HS,17,-469.329683,1273.200725,2.388203735,1.827754299,2.384496701,1.808207359,0.322910381,0.75,29,-3.491885046,H29
HS,17,-468.8641157,1272.407236,2.655549791,1.133855261,2.331114825,1.009565822,0.012368422,0.25,10,-3.143007996,H10
HS,17,-468.8641157,1272.407236,2.822216457,1.133855261,2.33117118,1.002401137,0.012368422,0.5,10,-3.143007996,H10
HS,17,-468.8641157,1272.407236,2.849997046,1.216663523,2.424310197,1.006937733,0.02143243,0.75,10,-3.143007996,H10
HS,17,-471.1352745,1272.544882,2.274061017,1.482688849,2.210137235,1.305436345,0.123807304,0.25,23,-3.646529476,H23
HS,17,-471.1352745,1272.544882,2.42195037,1.797373727,2.356383411,1.514228567,0.182630328,0.5,23,-3.646529476,H23
HS,17,-471.1352745,1272.544882,2.468997817,2.052427459,2.386278655,1.616927861,0.270333929,0.75,23,-3.646529476,H23
HS,17,-470.3822699,1271.921427,2.29360188,1.241979967,2.221172409,1.138863093,0.076800269,0.25,21,-3.336674448,H21
HS,17,-470.3822699,1271.921427,2.451441819,1.259121533,2.324270442,1.096932595,0.082760171,0.5,21,-3.336674448,H21
HS,17,-470.3822699,1271.921427,2.565177941,1.292309625,2.343864711,1.051821941,0.082760171,0.75,21,-3.336674448,H21
HS,17,-468.6374046,1271.241294,2.331090787,1.695061672,2.284715958,1.507881568,0.122107259,0.25,27,-3.551605904,H27
HS,17,-468.6374046,1271.241294,2.388748041,1.654705355,2.375289978,1.598119237,0.185083279,0.5,27,-3.551605904,H27
HS,17,-468.6374046,1271.241294,2.407527498,1.62933312,2.401742214,1.605299163,0.250536702,0.75,27,-3.551605904,H27
HS,17,-469.5321036,1270.686661,2.334861884,1.638655976,2.2608239,1.382146156,0.114014228,0.25,1,-3.463777471,H01
HS,17,-469.5321036,1270.686661,2.45443,1.617113953,2.359023025,1.31543576,0.135767755,0.5,1,-3.463777471,H01
HS,17,-469.5321036,1270.686661,2.56558384,1.676124712,2.40760418,1.219115847,0.135767755,0.75,1,-3.463777471,H01
HS,17,-471.7911171,1271.018631,2.334260299,2.488438106,2.311796945,2.303781393,0.200632668,0.25,14,-3.619696287,H14
HS,17,-471.7911171,1271.018631,2.404084767,1.899976041,2.388651333,1.815346756,0.21278836,0.5,14,-3.619696287,H14
HS,17,-471.7911171,1271.018631,2.48639614,1.816667928,2.43741628,1.590771078,0.21278836,0.75,14,-3.619696287,H14
HS,17,-470.4753834,1270.431611,2.311625607,1.838974294,2.201581534,1.397732109,0.149299424,0.25,17,-3.62001463,H17
HS,17,-470.4753834,1270.431611,2.479095092,1.915895749,2.368237268,1.43599651,0.157565837,0.5,17,-3.62001463,H17
HS,17,-470.4753834,1270.431611,2.466485266,1.823686241,2.387142403,1.483968584,0.232439023,0.75,17,-3.62001463,H17
HS,17,-467.8580854,1269.636098,2.236390887,1.117525008,2.157134635,1.062413842,0.065988756,0.25,19,-3.503804654,H19
HS,17,-467.8580854,1269.636098,2.298167099,1.287490681,2.19434837,1.130177716,0.165933132,0.5,19,-3.503804654,H19
HS,17,-467.8580854,1269.636098,2.362211485,1.474255605,2.252049041,1.212173638,0.254733257,0.75,19,-3.503804654,H19
HS,17,-469.3924334,1269.470114,2.252465778,3.183884174,2.212345414,2.74673516,0.373990871,0.25,16,-3.486101335,H16
HS,17,-469.3924334,1269.470114,2.321324636,2.368483593,2.271837118,2.013521575,0.398980706,0.5,16,-3.486101335,H16
HS,17,-469.3924334,1269.470114,2.39261749,2.318800396,2.315439441,1.817519876,0.43352936,0.75,16,-3.486101335,H16
HS,17,-473.5096677,1269.449872,2.538963193,1.40700786,2.342433509,1.091351828,0.037198946,0.25,2,-3.550572489,H02
HS,17,-473.5096677,1269.449872,2.582448574,1.519154176,2.385166542,1.11957714,0.071738716,0.5,2,-3.550572489,H02
HS,17,-473.5096677,1269.449872,2.528710219,1.741195043,2.332378518,1.181893865,0.167712979,0.75,2,-3.550572489,H02
HS,17,-468.335798,1268.654359,2.352751882,1.177264676,2.267357489,1.090731858,0.050651036,0.25,13,-3.297978371,H13
HS,17,-468.335798,1268.654359,2.559491639,1.24041591,2.332872437,1.040087858,0.050651036,0.5,13,-3.297978371,H13
HS,17,-468.335798,1268.654359,2.547859599,2.136495534,2.303957173,1.211923424,0.205139564,0.75,13,-3.297978371,H13
HS,17,-470.264866,1268.089605,2.367211657,2.053330594,2.302211504,1.694988554,0.137680974,0.25,8,-3.573722531,H08
HS,17,-470.264866,1268.089605,2.458021599,2.336008719,2.402807992,1.953379467,0.222194752,0.5,8,-3.573722531,H08
HS,17,-470.264866,1268.089605,2.449512409,2.345473504,2.3964119,1.973349194,0.347010265,0.75,8,-3.573722531,H08
HS,17,-472.7424938,1268.955965,2.285715542,3.429841713,2.229936228,2.78714362,0.353495925,0.25,28,-3.585305624,H28
HS,17,-472.7424938,1268.955965,2.312913646,2.63087607,2.283556808,2.374569144,0.468298573,0.5,28,-3.585305624,H28
HS,17,-472.7424938,1268.955965,2.364012332,2.556431077,2.344662086,2.390067503,0.549131834,0.75,28,-3.585305624,H28
HS,17,-469.4754258,1267.668571,2.282562567,1.941190363,2.162832048,1.422169078,0.181633712,0.25,7,-3.560334322,H07
HS,17,-469.4754258,1267.668571,2.413380609,3.75402293,2.280818103,2.312305504,0.458521428,0.5,7,-3.560334322,H07
HS,17,-469.4754258,1267.668571,2.437181093,3.985119092,2.353290436,2.899340389,0.664151452,0.75,7,-3.560334322,H07
HS,17,-467.8682065,1267.458053,2.378217248,1.174335565,2.355207533,1.145877484,0.045152611,0.25,53,-2.871760082,H53
HS,17,-467.8682065,1267.458053,2.497576082,1.141433613,2.478143172,1.121457476,0.049136212,0.5,53,-2.871760082,H53
HS,17,-467.8682065,1267.458053,2.552675567,1.129716942,2.526822607,1.105805939,0.055976277,0.75,53,-2.871760082,H53
HS,17,-470.5927873,1267.381133,2.371524639,1.442240974,2.209116334,1.131260399,0.078367933,0.25,9,-3.005526492,H09
HS,17,-470.5927873,1267.381133,2.560403421,1.540301109,2.353308612,1.115859902,0.080548247,0.5,9,-3.005526492,H09
HS,17,-470.5927873,1267.381133,2.657679288,1.539494179,2.34955118,1.051475204,0.080548247,0.75,9,-3.005526492,H09
HS,17,-469.9369447,1266.409515,2.375309485,1.333908976,2.311661127,1.207881337,0.06552915,0.25,3,-3.612220939,H03
HS,17,-469.9369447,1266.409515,2.366079635,1.644406804,2.280551801,1.355221545,0.201383317,0.5,3,-3.612220939,H03
HS,17,-469.9369447,1266.409515,2.244646266,1.939903515,2.155060083,1.520392107,0.637395879,0.75,3,-3.612220939,H03
HS,17,-473.4590626,1266.972244,2.451625659,1.042178313,2.286292402,1.010828408,0.015860951,0.25,4,-2.939930326,H04
HS,17,-473.4590626,1266.972244,2.466566656,1.073386111,2.25521034,1.013030128,0.039621296,0.5,4,-2.939930326,H04
HS,17,-473.4590626,1266.972244,2.5743216,1.106186539,2.38675182,1.023224832,0.046028968,0.75,4,-2.939930326,H04
HS,17,-468.325677,1265.522913,2.260425539,1.25710549,2.152413598,1.111895537,0.091182441,0.25,35,-3.059687045,H35
HS,17,-468.325677,1265.522913,2.538449819,1.60689639,2.381507518,1.195345481,0.094747309,0.5,35,-3.059687045,H35
HS,17,-468.325677,1265.522913,2.636038953,1.60728707,2.449893085,1.15612856,0.094747309,0.75,35,-3.059687045,H35
HS,17,-469.8559765,1265.73343,2.278726639,2.0302157,2.253422519,1.878633477,0.195986152,0.25,24,-3.571937495,H24
HS,17,-469.8559765,1265.73343,2.404755458,1.865578786,2.364779762,1.666955167,0.206863219,0.5,24,-3.571937495,H24
HS,17,-469.8559765,1265.73343,2.371471965,1.764982111,2.338577902,1.61519676,0.329081024,0.75,24,-3.571937495,H24
HS,17,-472.4024272,1264.972329,2.369183938,1.434224549,2.338894732,1.349665971,0.078285238,0.25,12,-3.41846171,H12
HS,17,-472.4024272,1264.972329,2.477014083,1.710425563,2.355648718,1.304485552,0.134955239,0.5,12,-3.41846171,H12
HS,17,-472.4024272,1264.972329,2.483258806,1.80582184,2.364732638,1.357794738,0.213733918,0.75,12,-3.41846171,H12
HS,17,-470.6332714,1264.441987,2.254681135,2.382875296,2.210078919,2.056239425,0.265148726,0.25,6,-3.255066119,H06
HS,17,-470.6332714,1264.441987,2.347192239,2.030826654,2.321430925,1.876610299,0.29496243,0.5,6,-3.255066119,H06
HS,17,-470.6332714,1264.441987,2.424870636,2.161313254,2.397962704,1.983696513,0.347209728,0.75,6,-3.255066119,H06
HS,17,-468.9744349,1263.819543,2.171498865,2.372688217,2.167142741,2.337713607,0.372795999,0.25,18,-3.433232076,H18
HS,17,-468.9744349,1263.819543,2.264417382,2.450938705,2.261786527,2.428728297,0.526857029,0.5,18,-3.433232076,H18
HS,17,-468.9744349,1263.819543,2.341191341,2.349969682,2.315509551,2.156970913,0.545765074,0.75,18,-3.433232076,H18
HS,17,-470.5634364,1262.38843,2.438929942,1.150284402,2.309050815,1.053426952,0.032387203,0.25,51,-2.823691206,H51
HS,17,-470.5634364,1262.38843,2.547806707,1.232119772,2.261352299,1.023633139,0.052150961,0.5,51,-2.823691206,H51
HS,17,-470.5634364,1262.38843,2.643566308,1.373596214,2.331602059,1.032571393,0.068720188,0.75,51,-2.823691206,H51
HS,17,-469.6161081,1262.752787,2.352301519,2.049243507,2.132009417,1.229645632,0.146106406,0.25,46,-3.569525348,H46
HS,17,-469.6161081,1262.752787,2.366050469,4.582092267,2.309324756,3.670750878,0.689920205,0.5,46,-3.569525348,H46
HS,17,-469.6161081,1262.752787,2.384161005,3.711480897,2.358817184,3.368525636,0.767174817,0.75,46,-3.569525348,H46
HS,17,-466.9077209,1262.967353,2.33517276,1.372784082,2.283966861,1.256085975,0.08249554,0.25,47,-3.844074654,H47
HS,17,-466.9077209,1262.967353,2.423018601,1.676674683,2.33104454,1.357503117,0.163841923,0.5,47,-3.844074654,H47
HS,17,-466.9077209,1262.967353,2.402409974,1.855818153,2.314713781,1.47596712,0.3110337,0.75,47,-3.844074654,H47
HS,17,-464.6487073,1263.777035,2.536950801,5.642250095,2.302444742,2.320459918,0.210449114,0.25,22,-3.795456545,H22
HS,17,-464.6487073,1263.777035,2.582340205,3.917565244,2.347306024,1.741020686,0.237716397,0.5,22,-3.795456545,H22
HS,17,-464.6487073,1263.777035,2.495101597,2.757432577,2.29436116,1.497810134,0.347711141,0.75,22,-3.795456545,H22
HS,17,-466.7295908,1264.983462,2.580114973,2.913707921,2.269780556,1.251716006,0.086675228,0.25,50,-3.633771218,H50
HS,17,-466.7295908,1264.983462,2.668916037,2.21790266,2.364454489,1.145176947,0.086675228,0.5,50,-3.633771218,H50
HS,17,-466.7295908,1264.983462,2.704891648,1.844896925,2.461251975,1.147509813,0.08766984,0.75,50,-3.633771218,H50
HS,17,-467.7174031,1265.493562,2.150844592,2.208944654,2.124536589,2.029035404,0.371866321,0.25,48,-3.693579849,H48
HS,17,-467.7174031,1265.493562,2.244859432,2.847280691,2.209150851,2.506139811,0.680876244,0.5,48,-3.693579849,H48
HS,17,-467.7174031,1265.493562,2.371729783,3.272730228,2.336979091,2.876304935,0.70435573,0.75,48,-3.693579849,H48
HS,17,-463.0698269,1265.590723,2.303926311,1.769450621,2.241840027,1.507130212,0.145813112,0.25,41,-3.970392012,H41
HS,17,-463.0698269,1265.590723,2.361547317,1.363937068,2.337554536,1.305633757,0.145813112,0.5,41,-3.970392012,H41
HS,17,-463.0698269,1265.590723,2.296773307,1.408060545,2.285476836,1.376411918,0.306017499,0.75,41,-3.970392012,H41
HS,17,-464.8511279,1265.841725,2.54839902,1.112565347,2.368349308,1.026249294,0.017621997,0.25,34,-2.869250641,H34
HS,17,-464.8511279,1265.841725,2.355692704,1.218621618,2.14013575,1.039588092,0.112183281,0.5,34,-2.869250641,H34
HS,17,-464.8511279,1265.841725,2.475695826,1.666648097,2.309599242,1.202722485,0.195575821,0.75,34,-2.869250641,H34
